wo_id,month,sku,component,plan_usage_kg,actual_usage_kg,unit_cost_rmb,variance_pct
WO00113,2024-11,BHC9320YB,合成云母,4.1499,3.9918,45.54,0.13
WO00113,2024-11,BHC9320YB,云母粉,1.4572,1.4572,42.25,0.1
WO00113,2024-11,BHC9320YB,包装材料,2.6927,2.6414,75.98,0.04
WO00113,2024-11,BHC9320YB,分散剂,0.7286,0.6731,54.54,-0.0
WO00916,2025-06,FWD101,分散剂,11.0339,10.8237,59.63,0.0
WO00916,2025-06,FWD101,珠光粉基材,11.7878,11.0019,74.62,-0.09
WO00916,2025-06,FWD101,包装材料,11.5822,10.9203,15.06,-0.05
WO00916,2025-06,FWD101,云母粉,3.0155,3.1591,79.79,-0.01
WO01698,2025-11,FWD111M,色料,3.4655,3.2345,60.01,-0.06
WO01698,2025-11,FWD111M,珠光粉基材,6.209,5.6768,69.94,0.01
WO01698,2025-11,FWD111M,云母粉,0.2888,0.297,18.83,-0.08
WO02142,2024-11,FWD901KSW,分散剂,1.7002,1.6516,64.5,-0.0
WO02142,2024-11,FWD901KSW,色料,1.7214,1.623,36.57,-0.03
WO02142,2024-11,FWD901KSW,合成云母,0.5844,0.5566,14.88,0.08
WO02142,2024-11,FWD901KSW,钛白粉,1.9871,2.0249,24.12,0.1
WO00537,2024-12,FWD530,合成云母,3.9287,3.5545,55.23,0.13
WO00537,2024-12,FWD530,色料,2.7173,2.5621,55.83,0.03
WO00537,2024-12,FWD530,包装材料,2.4882,2.5119,50.89,0.11
WO01163,2025-07,FWD524WR,分散剂,10.1117,9.6302,53.43,-0.07
WO01163,2025-07,FWD524WR,珠光粉基材,1.1467,1.0812,57.88,-0.09
WO01590,2024-10,BHC9225BMTH,包装材料,7.5415,7.9006,72.87,0.06
WO01590,2024-10,BHC9225BMTH,分散剂,2.8703,2.6789,48.68,0.03
WO01590,2024-10,BHC9225BMTH,珠光粉基材,10.6369,10.6369,79.78,0.04
WO01229,2024-11,FWD7365,云母粉,7.3903,7.3199,23.58,0.09
WO01229,2024-11,FWD7365,钛白粉,10.8909,10.0612,36.85,0.11
WO01229,2024-11,FWD7365,珠光粉基材,7.4458,7.3749,47.04,0.13
WO01229,2024-11,FWD7365,分散剂,5.0009,4.6199,30.53,-0.09
WO00880,2025-10,FWDD27M,包装材料,1.144,1.0568,34.73,-0.06
WO00880,2025-10,FWDD27M,色料,1.3728,1.3074,31.73,-0.06
WO01001,2025-07,FWD6009,包装材料,10.1781,10.2751,39.74,0.01
WO01001,2025-07,FWD6009,珠光粉基材,6.4722,6.7188,32.6,-0.01
WO01001,2025-07,FWD6009,色料,4.28,4.1577,38.22,0.02
WO01001,2025-07,FWD6009,云母粉,6.3679,6.2466,17.22,0.08
WO00898,2025-05,FWD305,分散剂,0.5535,0.543,15.69,-0.04
WO00898,2025-05,FWD305,珠光粉基材,4.3559,4.5219,31.05,0.05
WO01274,2025-08,FWD205WR,分散剂,2.8042,2.7508,19.96,-0.1
WO01274,2025-08,FWD205WR,珠光粉基材,0.6266,0.6505,30.66,-0.1
WO01274,2025-08,FWD205WR,色料,2.0366,2.0754,55.4,-0.06
WO00656,2024-12,FWD421,云母粉,9.2117,8.8608,20.74,0.11
WO00656,2024-12,FWD421,合成云母,8.947,8.1801,55.46,0.1
WO01363,2024-11,FWD6224,云母粉,0.063,0.0654,34.84,0.03
WO01363,2024-11,FWD6224,合成云母,0.0578,0.0539,40.74,0.04
WO01363,2024-11,FWD6224,分散剂,0.2861,0.2616,9.56,0.14
WO02075,2025-08,FWD205M,珠光粉基材,0.6188,0.5776,17.08,-0.01
WO02075,2025-08,FWD205M,包装材料,0.2443,0.2373,79.75,-0.07
WO02075,2025-08,FWD205M,合成云母,0.6297,0.6597,48.87,0.12
WO01879,2025-01,FWD425,分散剂,1.0582,0.9574,52.85,0.02
WO01879,2025-01,FWD425,色料,2.2751,2.3184,48.68,0.07
WO01879,2025-01,FWD425,珠光粉基材,8.4655,7.7399,73.68,-0.09
WO01879,2025-01,FWD425,钛白粉,6.2433,5.7676,71.19,-0.09
WO00077,2024-12,BHC9227GOH,包装材料,0.4646,0.438,30.31,-0.04
WO00077,2024-12,BHC9227GOH,色料,6.3052,5.8849,24.54,-0.03
WO00077,2024-12,BHC9227GOH,钛白粉,7.3008,6.675,77.15,0.0
WO00077,2024-12,BHC9227GOH,珠光粉基材,11.8803,11.3146,71.52,0.12
WO00481,2024-10,FWD525,分散剂,7.4449,6.9486,9.58,-0.09
WO00481,2024-10,FWD525,珠光粉基材,5.1137,4.9189,5.13,0.1
WO00481,2024-10,FWD525,色料,1.5416,1.4976,14.49,0.01
WO01054,2025-06,FWD504,包装材料,0.2821,0.2794,48.56,0.1
WO01054,2025-06,FWD504,色料,1.2308,1.1839,34.19,-0.02
WO01054,2025-06,FWD504,分散剂,2.1923,2.067,31.89,-0.05
WO01054,2025-06,FWD504,云母粉,0.7051,0.7118,40.06,0.07
WO00007,2025-09,FWD6500A,合成云母,2.2436,2.1795,44.96,-0.07
WO00007,2025-09,FWD6500A,钛白粉,2.4012,2.2183,40.86,0.14
WO00007,2025-09,FWD6500A,珠光粉基材,1.7342,1.6847,49.75,0.1
WO01899,2025-11,BHC9338GR,珠光粉基材,0.8834,0.9086,51.17,0.0
WO01899,2025-11,BHC9338GR,包装材料,0.8535,0.8209,21.09,0.08
WO01899,2025-11,BHC9338GR,云母粉,2.9197,2.8085,52.52,-0.0
WO00975,2025-06,FWD216,色料,6.3658,5.9414,13.24,0.02
WO00975,2025-06,FWD216,珠光粉基材,1.7524,1.5855,20.91,-0.0
WO01849,2025-04,FWD6840,珠光粉基材,11.1194,11.2253,25.13,0.12
WO01849,2025-04,FWD6840,色料,5.9715,5.5166,50.52,0.03
WO02099,2025-06,BHC89235G,珠光粉基材,1.6251,1.5632,6.6,-0.03
WO02099,2025-06,BHC89235G,分散剂,4.5332,4.4469,46.8,0.04
WO02099,2025-06,BHC89235G,钛白粉,3.4213,3.1606,60.3,-0.06
WO02404,2025-05,BHC9325BR,合成云母,0.9194,0.8668,31.15,-0.01
WO02404,2025-05,BHC9325BR,云母粉,0.3678,0.3713,7.29,0.12
WO01805,2024-10,FWDV040,钛白粉,4.8829,5.0689,38.74,-0.06
WO01805,2024-10,FWDV040,珠光粉基材,4.217,3.8556,71.99,0.05
WO01805,2024-10,FWDV040,色料,2.5154,2.5873,7.17,-0.04
WO01805,2024-10,FWDV040,合成云母,5.6967,5.9137,39.73,-0.05
WO00304,2024-11,BHC9326BM ,云母粉,7.6199,7.4748,36.4,0.03
WO00304,2024-11,BHC9326BM ,色料,6.6781,6.5509,31.24,0.14
WO00304,2024-11,BHC9326BM ,包装材料,6.3357,6.4563,5.51,0.01
WO00986,2025-04,FWDV095B,分散剂,0.8023,0.8176,69.89,0.07
WO00986,2025-04,FWDV095B,色料,5.2893,5.3396,76.09,0.15
WO00986,2025-04,FWDV095B,钛白粉,0.4457,0.4203,54.84,-0.05
WO00491,2025-06,FWD5870C,分散剂,1.0172,1.0269,59.32,0.06
WO00491,2025-06,FWD5870C,珠光粉基材,3.0516,3.0225,29.94,0.11
WO00491,2025-06,FWD5870C,合成云母,3.7167,3.7167,31.52,0.04
WO00491,2025-06,FWD5870C,钛白粉,0.7825,0.7899,58.65,-0.02
WO02114,2024-10,BHC9225BMTH,色料,6.984,6.984,10.8,-0.08
WO02114,2024-10,BHC9225BMTH,云母粉,2.7936,2.5807,13.77,-0.05
WO01103,2025-11,FWD901KSW,合成云母,1.866,1.9015,26.81,0.12
WO01103,2025-11,FWD901KSW,包装材料,6.7578,6.7578,14.87,0.0
WO02214,2025-08,FWD5890,珠光粉基材,3.0611,3.0611,41.91,-0.08
WO02214,2025-08,FWD5890,色料,1.6305,1.4753,43.15,0.12
WO00305,2025-09,FWDD23M,分散剂,1.6418,1.5323,54.73,0.07
WO00305,2025-09,FWDD23M,包装材料,1.1766,1.2214,76.89,-0.05
WO00305,2025-09,FWDD23M,钛白粉,4.8706,4.7315,45.14,-0.07
WO00305,2025-09,FWDD23M,云母粉,3.7487,3.8558,51.26,0.15
WO01263,2024-11,FWD491,色料,7.7837,7.4871,60.01,-0.09
WO01263,2024-11,FWD491,钛白粉,6.6272,6.8166,10.95,0.03
WO01263,2024-11,FWD491,合成云母,3.2024,2.9279,36.71,0.05
WO01263,2024-11,FWD491,珠光粉基材,3.0245,3.0245,22.53,0.08
WO02216,2024-10,FWD304,云母粉,0.1149,0.1073,42.71,-0.08
WO02216,2024-10,FWD304,合成云母,0.2107,0.1926,60.55,0.12
WO02216,2024-10,FWD304,珠光粉基材,0.5841,0.5953,14.32,-0.07
WO02216,2024-10,FWD304,分散剂,1.7811,1.7642,64.43,0.05
WO01762,2025-04,FWD7322B,云母粉,6.3243,6.3243,14.93,0.06
WO01762,2025-04,FWD7322B,珠光粉基材,8.2162,8.138,12.74,0.01
WO01762,2025-04,FWD7322B,合成云母,8.3243,8.1658,9.92,-0.06
WO01762,2025-04,FWD7322B,色料,9.7297,9.0811,77.72,0.13
WO00141,2025-04,FWD6009,包装材料,4.8507,4.4349,53.45,0.12
WO00141,2025-04,FWD6009,云母粉,3.179,3.0882,26.31,0.1
WO00141,2025-04,FWD6009,色料,0.1644,0.1629,70.5,-0.01
WO00093,2025-03,FWD600,包装材料,0.928,0.875,62.79,0.14
WO00093,2025-03,FWD600,分散剂,0.1134,0.1134,65.64,-0.01
WO00093,2025-03,FWD600,珠光粉基材,0.7269,0.6992,44.16,-0.07
WO00093,2025-03,FWD600,合成云母,0.7372,0.674,25.13,-0.1
WO01945,2025-01,FWD500,合成云母,0.9499,0.9046,59.31,0.08
WO01945,2025-01,FWD500,云母粉,1.2089,1.1283,22.21,-0.08
WO02228,2025-02,FWD122,分散剂,7.7263,7.2112,21.07,-0.1
WO02228,2025-02,FWD122,合成云母,5.4084,5.6145,14.83,0.04
WO02355,2024-11,FWD304,合成云母,11.442,10.6792,54.94,0.07
WO02355,2024-11,FWD304,云母粉,10.3587,10.4574,45.96,0.09
WO01695,2025-10,FWDV040B,包装材料,2.7176,2.7693,33.08,0.05
WO01695,2025-10,FWDV040B,云母粉,10.6438,10.8465,5.46,-0.05
WO00405,2024-12,FWD508WR,云母粉,0.0966,0.0976,21.54,0.01
WO00405,2024-12,FWD508WR,分散剂,0.4262,0.4262,67.75,-0.09
WO00405,2024-12,FWD508WR,色料,0.4213,0.4012,9.71,-0.08
WO01823,2025-02,FWD6910,钛白粉,3.6899,3.7954,53.81,-0.09
WO01823,2025-02,FWD6910,包装材料,12.4058,11.4606,33.0,0.14
WO01823,2025-02,FWD6910,色料,6.4892,6.4274,65.79,-0.07
WO01823,2025-02,FWD6910,云母粉,11.8332,11.3824,10.19,0.1
WO00817,2024-10,FWDV580,合成云母,3.99,3.838,30.68,-0.04
WO00817,2024-10,FWDV580,包装材料,8.1087,7.5681,5.9,0.04
WO00817,2024-10,FWDV580,云母粉,1.8448,1.8448,61.99,0.01
WO00636,2024-12,FWD525WR,包装材料,2.9403,2.7723,67.7,0.01
WO00636,2024-12,FWD525WR,珠光粉基材,0.725,0.7112,39.26,-0.1
WO02321,2025-07,FWD6683T,分散剂,0.7929,0.7551,38.94,-0.07
WO02321,2025-07,FWD6683T,合成云母,1.9557,1.9743,71.26,-0.1
WO02321,2025-07,FWD6683T,包装材料,7.2943,7.3637,62.45,0.09
WO02321,2025-07,FWD6683T,云母粉,9.62,8.7038,26.09,-0.07
WO01810,2025-11,FWD6500A,包装材料,6.7949,6.7949,72.31,-0.02
WO01810,2025-11,FWD6500A,钛白粉,5.6624,5.2849,43.07,0.1
WO01810,2025-11,FWD6500A,合成云母,1.8875,1.9234,47.67,0.03
WO01642,2025-01,FWD205A,云母粉,6.0361,5.9211,69.76,0.11
WO01642,2025-01,FWD205A,钛白粉,0.7302,0.6884,44.62,0.1
WO01642,2025-01,FWD205A,包装材料,6.7662,6.444,5.55,-0.05
WO01642,2025-01,FWD205A,分散剂,7.1557,7.2238,59.53,-0.02
WO01689,2025-02,BHC5518,分散剂,13.2719,13.2719,66.83,-0.09
WO01689,2025-02,BHC5518,包装材料,3.4711,3.2066,45.27,0.13
WO01061,2025-05,FWD504WR,珠光粉基材,0.1488,0.146,45.09,0.06
WO01061,2025-05,FWD504WR,包装材料,0.7501,0.7644,34.41,-0.03
WO00462,2025-01,FWD231,珠光粉基材,5.1576,5.0594,6.36,0.14
WO00462,2025-01,FWD231,包装材料,5.3967,4.9342,79.02,0.1
WO00462,2025-01,FWD231,色料,0.9222,0.8695,14.27,-0.06
WO00462,2025-01,FWD231,云母粉,4.4403,4.6518,41.03,-0.07
WO02420,2025-11,FWD6883,合成云母,2.1134,2.1536,21.63,0.05
WO02420,2025-11,FWD6883,分散剂,1.5508,1.536,17.13,0.02
WO02420,2025-11,FWD6883,珠光粉基材,1.2619,1.2379,31.85,0.05
WO01565,2024-11,FWD173,云母粉,1.4997,1.4426,30.74,0.08
WO01565,2024-11,FWD173,珠光粉基材,1.7125,1.7451,6.13,-0.03
WO01565,2024-11,FWD173,包装材料,1.4253,1.466,79.25,0.12
WO01565,2024-11,FWD173,色料,0.9573,1.0029,30.33,-0.04
WO00212,2025-04,FWD001,色料,3.0825,2.9944,77.27,-0.05
WO00212,2025-04,FWD001,分散剂,4.1875,4.347,29.6,0.01
WO00212,2025-04,FWD001,钛白粉,9.829,8.8929,23.6,0.05
WO00212,2025-04,FWD001,云母粉,1.9193,1.9193,55.88,-0.03
WO01224,2025-06,FWD6307A,包装材料,1.9305,1.9305,9.99,-0.02
WO01224,2025-06,FWD6307A,分散剂,7.8874,7.3616,42.8,-0.08
WO01224,2025-06,FWD6307A,色料,1.2134,1.2019,29.54,0.15
WO01224,2025-06,FWD6307A,云母粉,1.5995,1.6605,70.25,-0.09
WO01039,2025-11,FWDD25M,云母粉,0.5351,0.5198,25.62,-0.06
WO01039,2025-11,FWDD25M,色料,0.4013,0.3937,6.8,0.11
WO01002,2025-09,FWDD28L,分散剂,1.6164,1.6626,13.24,-0.09
WO01002,2025-09,FWDD28L,云母粉,1.372,1.3328,8.82,0.03
WO01002,2025-09,FWDD28L,钛白粉,0.094,0.0976,67.95,-0.01
WO01002,2025-09,FWDD28L,包装材料,1.466,1.3404,11.97,0.14
WO00742,2025-09,FWD323M,钛白粉,0.2467,0.2491,27.1,0.1
WO00742,2025-09,FWD323M,包装材料,0.6686,0.6686,39.88,-0.02
WO00742,2025-09,FWD323M,分散剂,0.6526,0.6651,62.22,-0.08
WO02342,2024-11,FWD323M,合成云母,3.1264,3.2157,40.79,0.04
WO02342,2024-11,FWD323M,云母粉,1.4239,1.4646,9.9,-0.06
WO02342,2024-11,FWD323M,包装材料,4.1478,4.2663,53.46,-0.05
WO01723,2025-04,FWD308,分散剂,7.4432,7.5141,63.32,-0.08
WO01723,2025-04,FWD308,钛白粉,11.0604,11.0604,10.36,0.01
WO01723,2025-04,FWD308,包装材料,8.6258,8.1328,64.28,0.03
WO01723,2025-04,FWD308,色料,1.9478,1.9663,22.92,0.14
WO01086,2025-11,FWD504WR,分散剂,1.2929,1.219,36.06,0.04
WO01086,2025-11,FWD504WR,钛白粉,0.3481,0.3216,10.37,0.0
WO01201,2024-11,FWDV060B,钛白粉,2.2209,2.2632,62.59,0.02
WO01201,2024-11,FWDV060B,云母粉,1.8508,1.8684,49.24,0.03
WO01929,2025-09,FWD424,包装材料,7.4044,7.5455,32.36,0.12
WO01929,2025-09,FWD424,云母粉,10.678,10.4746,27.73,-0.08
WO01929,2025-09,FWD424,珠光粉基材,1.0132,1.0422,49.01,0.13
WO00067,2024-10,FWD306,合成云母,6.3118,5.891,48.45,-0.09
WO00067,2024-10,FWD306,分散剂,3.4264,3.3938,78.56,-0.01
WO02368,2025-11,FWDD23M,分散剂,10.6781,10.7798,76.39,0.08
WO02368,2025-11,FWDD23M,包装材料,7.4877,6.9885,34.19,0.13
WO01894,2025-08,FWD504,分散剂,3.1148,2.9368,46.77,-0.04
WO01894,2025-08,FWD504,合成云母,3.5729,3.675,58.93,-0.08
WO02279,2025-11,HC010AS,分散剂,6.2222,6.163,34.51,-0.01
WO02279,2025-11,HC010AS,珠光粉基材,1.6752,1.755,79.77,0.15
WO00014,2025-02,FWD408,色料,0.7871,0.7721,46.89,0.09
WO00014,2025-02,FWD408,分散剂,5.9635,5.7363,6.84,0.14
WO02442,2025-01,FWD5871A,合成云母,4.556,4.556,18.97,0.04
WO02442,2025-01,FWD5871A,珠光粉基材,0.1454,0.1385,31.76,0.04
WO02442,2025-01,FWD5871A,包装材料,1.2602,1.2722,24.77,0.08
WO00407,2025-10,FWD6881,分散剂,0.5692,0.5475,13.48,0.15
WO00407,2025-10,FWD6881,包装材料,2.3936,2.3936,48.09,0.11
WO01094,2025-06,BHC5518,云母粉,0.6486,0.6054,47.28,-0.08
WO01094,2025-06,BHC5518,钛白粉,2.4767,2.4531,60.76,-0.06
WO01094,2025-06,BHC5518,分散剂,1.14,1.1183,40.84,-0.07
WO01094,2025-06,BHC5518,包装材料,3.6953,3.6953,42.67,-0.01
WO01265,2024-12,FWDD29X,分散剂,7.1056,7.3086,54.87,0.14
WO01265,2024-12,FWDD29X,珠光粉基材,3.2702,3.1456,20.4,0.11
WO01905,2025-06,FWD323WR,云母粉,3.3562,3.4521,65.69,-0.1
WO01905,2025-06,FWD323WR,色料,2.1603,1.9957,31.16,0.15
WO01905,2025-06,FWD323WR,包装材料,6.8667,6.4743,13.52,0.05
WO01905,2025-06,FWD323WR,钛白粉,6.7896,6.9189,53.94,-0.02
WO01756,2025-03,FWD410,珠光粉基材,0.9449,0.9269,7.43,0.05
WO01756,2025-03,FWD410,合成云母,0.4457,0.4118,23.55,0.03
WO01756,2025-03,FWD410,钛白粉,3.5658,3.43,9.7,0.06
WO00674,2025-06,FWD303WR,珠光粉基材,1.489,1.5315,27.91,0.09
WO00674,2025-06,FWD303WR,云母粉,2.826,2.8529,21.23,0.15
WO00674,2025-06,FWD303WR,分散剂,2.8868,2.8868,24.92,0.08
WO00718,2025-10,HM010AS,珠光粉基材,2.5662,2.3952,12.08,0.02
WO00718,2025-10,HM010AS,合成云母,1.3245,1.211,20.83,0.01
WO01014,2024-11,FWD305,包装材料,5.4088,5.0998,40.63,0.06
WO01014,2024-11,FWD305,色料,2.0106,1.8574,8.76,0.04
WO01014,2024-11,FWD305,珠光粉基材,3.9363,3.7113,61.14,-0.01
WO02085,2025-04,BHC5518,分散剂,7.6532,7.7261,35.9,0.04
WO02085,2025-04,BHC5518,色料,3.2799,3.0613,34.66,-0.08
WO00920,2025-04,FWD5872A,合成云母,0.5788,0.5457,38.33,-0.06
WO00920,2025-04,FWD5872A,云母粉,0.3032,0.3003,36.76,0.13
WO00920,2025-04,FWD5872A,包装材料,0.3583,0.372,73.72,0.04
WO00920,2025-04,FWD5872A,钛白粉,1.5986,1.5682,50.63,0.05
WO02351,2025-03,FWD101WR,钛白粉,10.0944,10.3828,42.53,0.02
WO02351,2025-03,FWD101WR,分散剂,2.1543,2.2158,44.18,-0.08
WO02351,2025-03,FWD101WR,包装材料,9.9097,9.721,8.58,-0.05
WO02351,2025-03,FWD101WR,合成云母,11.0792,11.5012,39.95,0.01
WO01576,2025-01,FWD302WR,珠光粉基材,1.6549,1.6864,17.57,0.04
WO01576,2025-01,FWD302WR,包装材料,9.9932,9.2318,63.89,-0.08
WO01466,2025-04,FWD231,珠光粉基材,0.2383,0.2383,52.66,-0.05
WO01466,2025-04,FWD231,分散剂,0.2009,0.2047,59.62,0.06
WO01466,2025-04,FWD231,包装材料,0.5934,0.5425,52.5,-0.01
WO00068,2025-11,FWD205,珠光粉基材,2.8154,2.7886,12.71,0.1
WO00068,2025-11,FWD205,包装材料,2.5298,2.6262,13.55,0.01
WO00068,2025-11,FWD205,色料,1.2241,1.2357,18.69,-0.07
WO01226,2025-08,FWD7331,色料,0.3026,0.3083,56.43,-0.06
WO01226,2025-08,FWD7331,分散剂,0.0428,0.0396,9.75,0.14
WO01226,2025-08,FWD7331,珠光粉基材,0.0589,0.0561,18.88,-0.09
WO00239,2025-01,FWD235,包装材料,5.7808,5.3403,37.6,-0.09
WO00239,2025-01,FWD235,色料,8.8143,9.0661,5.15,0.05
WO00239,2025-01,FWD235,云母粉,2.8045,2.671,23.42,0.05
WO00355,2024-11,FWD6018T,钛白粉,4.1476,4.1476,65.86,-0.01
WO00355,2024-11,FWD6018T,包装材料,11.5211,10.753,67.51,0.02
WO02344,2025-09,FWD403,合成云母,0.5874,0.5538,70.81,0.13
WO02344,2025-09,FWD403,云母粉,3.4196,3.1916,25.45,0.09
WO01228,2025-10,FWD402,合成云母,4.6893,4.6446,14.83,-0.03
WO01228,2025-10,FWD402,珠光粉基材,4.6223,4.2261,52.48,-0.04
WO01228,2025-10,FWD402,色料,5.1247,5.3688,15.13,0.13
WO01228,2025-10,FWD402,钛白粉,6.0291,5.9143,25.97,0.05
WO00621,2025-05,FWD509,合成云母,3.0565,2.8528,9.03,0.02
WO00621,2025-05,FWD509,钛白粉,1.355,1.2904,29.29,-0.05
WO00621,2025-05,FWD509,包装材料,3.4977,3.6642,14.76,0.07
WO00621,2025-05,FWD509,云母粉,3.088,2.941,7.96,-0.01
WO01907,2024-10,FWD216,色料,6.2127,6.2127,41.77,0.06
WO01907,2024-10,FWD216,包装材料,5.298,5.0457,46.8,-0.1
WO01907,2024-10,FWD216,珠光粉基材,5.7935,5.4072,23.46,0.04
WO01250,2025-03,FWD6224,合成云母,4.362,4.4451,11.2,0.12
WO01250,2025-03,FWD6224,包装材料,5.2568,5.2067,70.87,-0.1
WO01250,2025-03,FWD6224,珠光粉基材,3.4672,3.5002,43.64,-0.1
WO01250,2025-03,FWD6224,分散剂,1.2023,1.2138,44.32,0.13
WO02500,2025-10,FWDV040B,云母粉,10.1086,9.7235,66.04,-0.02
WO02500,2025-10,FWDV040B,包装材料,3.5035,3.27,14.62,0.15
WO02500,2025-10,FWDV040B,色料,5.2266,4.9279,50.3,-0.04
WO00065,2024-12,FWD418B,包装材料,0.8136,0.8213,40.5,0.08
WO00065,2024-12,FWD418B,云母粉,0.3821,0.3821,49.68,-0.02
WO01247,2025-04,FWD7305WR,色料,2.6904,2.4854,11.3,0.11
WO01247,2025-04,FWD7305WR,合成云母,0.069,0.069,13.18,-0.07
WO01247,2025-04,FWD7305WR,云母粉,2.6214,2.3967,20.1,-0.03
WO01247,2025-04,FWD7305WR,分散剂,2.042,1.9253,57.18,0.1
WO01338,2025-05,FWD7331,钛白粉,4.3649,4.4896,68.8,0.01
WO01338,2025-05,FWD7331,云母粉,1.3284,1.379,70.41,0.05
WO01338,2025-05,FWD7331,分散剂,3.2804,2.9993,47.18,-0.08
WO01338,2025-05,FWD7331,合成云母,0.1898,0.1771,5.59,0.01
WO00479,2025-10,FWD100,钛白粉,4.9839,4.9839,78.9,0.06
WO00479,2025-10,FWD100,分散剂,3.7379,3.7379,67.37,-0.09
WO00479,2025-10,FWD100,合成云母,3.2484,3.2484,55.39,-0.03
WO01333,2025-01,FWD6601,合成云母,3.5405,3.5405,17.56,0.0
WO01333,2025-01,FWD6601,色料,7.0811,7.2834,11.73,-0.0
WO01333,2025-01,FWD6601,包装材料,4.8995,4.4329,73.94,-0.04
WO01333,2025-01,FWD6601,珠光粉基材,2.718,2.7698,35.43,0.1
WO00711,2024-10,FWD6883,珠光粉基材,9.522,9.25,70.85,-0.04
WO00711,2024-10,FWD6883,钛白粉,4.9331,4.6042,76.0,0.07
WO00711,2024-10,FWD6883,色料,3.3843,3.1587,76.71,-0.08
WO00711,2024-10,FWD6883,合成云母,4.4168,4.5851,40.05,-0.1
WO01198,2025-03,BHC9323PG,色料,9.039,9.039,64.78,0.13
WO01198,2025-03,BHC9323PG,云母粉,9.7492,9.9349,20.73,-0.05
WO01198,2025-03,BHC9323PG,分散剂,4.9069,4.6732,39.81,0.14
WO01198,2025-03,BHC9323PG,包装材料,9.9429,9.8482,56.34,0.15
WO00800,2025-03,FWD504,钛白粉,8.5478,8.3036,14.7,-0.07
WO00800,2025-03,FWD504,包装材料,12.9372,12.1979,73.67,0.1
WO00800,2025-03,FWD504,合成云母,6.9306,6.7986,47.89,-0.01
WO02110,2025-04,FWD300WR,色料,0.3418,0.3288,71.89,-0.05
WO02110,2025-04,FWD300WR,包装材料,4.7424,4.8779,45.77,-0.07
WO02110,2025-04,FWD300WR,分散剂,1.8799,1.9515,36.07,0.11
WO02230,2025-10,FWDD23X,钛白粉,1.7648,1.7816,47.14,0.11
WO02230,2025-10,FWDD23X,珠光粉基材,0.7134,0.7066,6.8,0.05
WO02230,2025-10,FWDD23X,合成云母,0.1126,0.1094,51.33,-0.1
WO02230,2025-10,FWDD23X,分散剂,0.6853,0.62,14.57,0.02
WO01143,2024-12,FWD6500,色料,2.9608,2.989,61.41,-0.09
WO01143,2024-12,FWD6500,云母粉,3.6068,3.4007,8.17,0.01
WO01143,2024-12,FWD6500,珠光粉基材,8.5595,7.7443,32.8,0.06
WO01143,2024-12,FWD6500,包装材料,8.6672,8.0894,43.42,-0.04
WO00698,2025-09,FWD6830,珠光粉基材,1.1684,1.1462,77.4,-0.06
WO00698,2025-09,FWD6830,云母粉,9.9595,9.6749,46.48,0.13
WO00698,2025-09,FWD6830,分散剂,6.176,6.4113,69.73,0.09
WO00698,2025-09,FWD6830,色料,9.8482,9.8482,69.27,0.06
WO00595,2025-08,FWD6602E,合成云母,7.9748,7.3671,47.25,0.15
WO00595,2025-08,FWD6602E,珠光粉基材,10.9254,10.093,40.52,0.09
WO00595,2025-08,FWD6602E,钛白粉,3.3494,3.3813,73.48,-0.06
WO00051,2025-05,FWD301,包装材料,0.8844,0.8002,60.83,0.13
WO00051,2025-05,FWD301,合成云母,0.6317,0.6077,23.93,-0.06
WO00051,2025-05,FWD301,珠光粉基材,0.0421,0.0385,76.1,0.07
WO00051,2025-05,FWD301,钛白粉,0.1504,0.1447,37.98,0.11
WO00895,2024-11,FWD400B,合成云母,3.1106,3.2588,23.06,-0.06
WO00895,2024-11,FWD400B,包装材料,1.8664,1.7597,64.15,0.05
WO00966,2024-10,FWD6307A,云母粉,8.8993,8.4755,23.24,0.1
WO00966,2024-10,FWD6307A,珠光粉基材,9.2791,9.1908,46.91,0.12
WO00966,2024-10,FWD6307A,合成云母,9.5505,9.6414,52.2,0.06
WO00966,2024-10,FWD6307A,分散剂,2.3334,2.2,18.95,0.1
WO01115,2025-11,FWD6683T,云母粉,5.8616,5.6941,23.03,0.08
WO01115,2025-11,FWD6683T,合成云母,0.3782,0.3962,54.0,0.03
WO01115,2025-11,FWD6683T,钛白粉,6.6652,6.1574,71.8,0.05
WO01115,2025-11,FWD6683T,分散剂,5.9089,6.0777,76.84,-0.05
WO02056,2025-01,FWD508WR,分散剂,9.6212,9.4379,10.45,0.12
WO02056,2025-01,FWD508WR,色料,3.655,3.5157,29.43,-0.09
WO02056,2025-01,FWD508WR,云母粉,2.3112,2.2892,52.42,0.14
WO02104,2024-12,FWD5893,包装材料,1.0656,1.0656,55.79,-0.06
WO02104,2024-12,FWD5893,色料,0.3875,0.3838,8.13,0.12
WO02104,2024-12,FWD5893,分散剂,2.1035,2.0835,14.95,0.1
WO01697,2025-02,FWD6500,钛白粉,3.4379,3.5361,9.16,-0.0
WO01697,2025-02,FWD6500,合成云母,2.2667,2.3099,72.94,0.12
WO01697,2025-02,FWD6500,云母粉,3.1923,3.2531,70.08,0.08
WO02036,2025-08,FWD6001,钛白粉,2.6499,2.6499,56.99,0.12
WO02036,2025-08,FWD6001,色料,0.742,0.7208,26.51,0.06
WO02036,2025-08,FWD6001,云母粉,2.0988,2.1787,35.55,-0.06
WO02393,2024-10,FWDD10M,分散剂,2.2168,2.1534,27.33,0.15
