wo_id,month,plan_date,complete_date,sku,production_line,plan_qty,actual_qty,efficiency,scrap_qty,status,shift
WO00781,2025-10,2025-10-14,2025-10-25,FWD6501,产线-06,1718,1718,1.0,8,生产中,夜班
WO00782,2025-10,2025-10-14,2025-10-25,FWDD27M,产线-01,757,606,0.8,15,已完成,夜班
WO00783,2024-10,2024-10-26,2024-11-07,FWD5518,产线-04,216,197,0.91,2,已完成,夜班
WO00784,2025-05,2025-05-24,2025-06-05,BHC9237GRH,产线-03,7362,6184,0.84,50,已完成,中班
WO00785,2025-01,2025-01-13,2025-01-22,FWD201WR,产线-02,7470,6350,0.85,9,已完成,早班
WO00786,2025-11,2025-11-06,2025-11-11,FWD7331,产线-04,2864,2520,0.88,25,计划,中班
WO00787,2025-01,2025-01-16,2025-01-23,FWD6225,产线-01,7841,6351,0.81,100,已完成,早班
WO00788,2025-07,2025-07-09,2025-07-10,FWD5891,产线-06,6571,5717,0.87,25,生产中,夜班
WO00789,2025-05,2025-05-26,2025-06-08,FWDD27M,产线-08,5496,5386,0.98,42,已完成,夜班
WO00790,2025-03,2025-03-04,2025-03-15,FWD219WR,产线-02,2904,2585,0.89,33,已完成,早班
WO00791,2024-12,2024-12-22,2024-12-30,FWD6002,产线-04,4628,3795,0.82,54,生产中,早班
WO00792,2025-09,2025-09-08,2025-09-11,FWD504,产线-03,1747,1607,0.92,19,生产中,早班
WO00793,2025-05,2025-05-04,2025-05-18,FWD351,产线-01,6370,5797,0.91,14,生产中,早班
WO00794,2025-09,2025-09-16,2025-09-17,FWDV020,产线-06,5022,4118,0.82,95,已完成,夜班
WO00795,2025-04,2025-04-18,2025-04-19,FWD415Y,产线-08,3829,3638,0.95,59,生产中,夜班
WO00796,2025-05,2025-05-21,2025-06-03,FWD219,产线-06,3502,3117,0.89,54,生产中,中班
WO00797,2025-09,2025-09-08,2025-09-11,FWDV095,产线-05,5430,4996,0.92,43,已完成,早班
WO00798,2025-04,2025-04-07,2025-04-10,FWD6502,产线-04,6014,5232,0.87,71,已完成,中班
WO00799,2025-05,2025-05-04,2025-05-11,FWD524,产线-08,978,968,0.99,1,已完成,夜班
WO00800,2025-03,2025-03-09,2025-03-13,FWD504,产线-05,7561,7334,0.97,146,已完成,早班
WO00801,2025-10,2025-10-14,2025-10-15,HC010AS,产线-03,3863,3515,0.91,12,已完成,早班
WO00802,2025-05,2025-05-05,2025-05-10,FWD401,产线-05,5050,4242,0.84,48,已完成,中班
WO00803,2025-04,2025-04-02,2025-04-03,FWD6307A,产线-04,1568,1427,0.91,1,生产中,夜班
WO00804,2025-04,2025-04-25,2025-04-27,FWDV155,产线-08,2128,1915,0.9,34,已完成,中班
WO00805,2024-10,2024-10-26,2024-10-28,FWD6881,产线-06,1888,1775,0.94,4,计划,夜班
WO00806,2025-07,2025-07-03,2025-07-11,FWD5871A,产线-08,3690,3358,0.91,11,已完成,早班
WO00807,2025-11,2025-11-23,2025-11-30,FWD436 ,产线-03,3106,3044,0.98,44,计划,夜班
WO00808,2025-10,2025-10-05,2025-10-07,FWD205A,产线-07,2164,2013,0.93,0,已完成,夜班
WO00809,2025-08,2025-08-28,2025-09-02,FWD435,产线-06,5851,5792,0.99,70,已完成,夜班
WO00810,2024-11,2024-11-17,2024-11-20,FWD215,产线-01,449,404,0.9,7,已完成,中班
WO00811,2025-06,2025-06-18,2025-06-30,FWD201WR,产线-07,7604,7072,0.93,5,生产中,早班
WO00812,2025-10,2025-10-26,2025-10-27,FWDD21X,产线-07,1525,1296,0.85,16,生产中,中班
WO00813,2024-10,2024-10-20,2024-10-23,FWD3504,产线-01,2287,2035,0.89,24,已完成,中班
WO00814,2025-11,2025-11-28,2025-12-02,BHC9230YBH,产线-07,5811,5404,0.93,1,计划,中班
WO00815,2025-07,2025-07-11,2025-07-17,FWD5893,产线-03,1479,1420,0.96,2,已完成,早班
WO00816,2025-09,2025-09-15,2025-09-21,FWD4002,产线-03,4362,4362,1.0,40,计划,早班
WO00817,2024-10,2024-10-24,2024-10-25,FWDV580,产线-03,4127,4086,0.99,65,已完成,早班
WO00818,2025-05,2025-05-08,2025-05-17,FWD223,产线-06,3341,2773,0.83,27,已完成,中班
WO00819,2025-01,2025-01-17,2025-01-24,FWD111,产线-08,538,436,0.81,5,生产中,早班
WO00820,2025-07,2025-07-13,2025-07-15,FWD500WR,产线-07,6006,5465,0.91,90,生产中,早班
WO00821,2025-02,2025-02-08,2025-02-22,FWD5519,产线-03,5206,4842,0.93,103,已完成,夜班
WO00822,2025-09,2025-09-27,2025-10-04,FWDD23M,产线-02,3693,3324,0.9,59,计划,夜班
WO00823,2025-02,2025-02-17,2025-02-22,FWDD28X,产线-05,4938,4543,0.92,66,生产中,夜班
WO00824,2025-07,2025-07-25,2025-07-29,FWD308,产线-05,1441,1355,0.94,2,已完成,早班
WO00825,2025-10,2025-10-09,2025-10-17,FWD6300,产线-06,3870,3522,0.91,67,生产中,中班
WO00826,2024-12,2024-12-21,2024-12-23,FWD323M,产线-05,1864,1678,0.9,4,已完成,早班
WO00827,2025-03,2025-03-04,2025-03-05,FWD5871A,产线-04,4415,4283,0.97,41,已完成,夜班
WO00828,2025-06,2025-06-16,2025-06-23,BHC89237BG,产线-08,4762,4667,0.98,66,生产中,夜班
WO00829,2025-11,2025-11-20,2025-11-26,FWDD10M,产线-06,3056,2567,0.84,54,生产中,早班
WO00830,2025-08,2025-08-11,2025-08-24,FWD6006,产线-04,7872,7242,0.92,154,已完成,早班
WO00831,2025-07,2025-07-07,2025-07-08,FWD500WR,产线-04,3619,3221,0.89,55,计划,早班
WO00832,2025-07,2025-07-26,2025-07-30,FWD103TWR,产线-04,2706,2192,0.81,19,生产中,夜班
WO00833,2025-11,2025-11-20,2025-11-28,FWD6003,产线-01,1041,916,0.88,17,已完成,夜班
WO00834,2024-11,2024-11-06,2024-11-20,FWD121WR,产线-08,5495,4396,0.8,8,已完成,中班
WO00835,2024-12,2024-12-15,2024-12-22,FWD351,产线-05,2067,1716,0.83,5,已完成,夜班
WO00836,2024-12,2024-12-08,2024-12-17,FWD5518,产线-05,3750,3150,0.84,41,已完成,中班
WO00837,2024-10,2024-10-28,2024-10-31,FWD6884,产线-04,6323,5944,0.94,87,已完成,中班
WO00838,2025-09,2025-09-12,2025-09-16,FWD119,产线-03,2134,2113,0.99,38,生产中,中班
WO00839,2025-08,2025-08-03,2025-08-05,FWD6003,产线-04,2673,2379,0.89,24,已完成,早班
WO00840,2025-10,2025-10-14,2025-10-20,FWD7365,产线-06,6432,6432,1.0,81,生产中,早班
WO00841,2025-07,2025-07-25,2025-08-06,FWD6002A,产线-04,326,313,0.96,5,已完成,夜班
WO00842,2024-12,2024-12-14,2024-12-28,FWD504,产线-05,2309,2009,0.87,0,已完成,中班
WO00843,2025-05,2025-05-27,2025-06-04,FWD506,产线-08,1956,1839,0.94,36,已完成,早班
WO00844,2025-05,2025-05-01,2025-05-03,FWDD10M,产线-03,4005,3685,0.92,59,已完成,夜班
WO00845,2025-11,2025-11-19,2025-12-02,FWD6018T,产线-01,4372,3629,0.83,58,生产中,早班
WO00846,2025-03,2025-03-18,2025-03-29,FWD8205WR,产线-08,2399,2255,0.94,44,已完成,中班
WO00847,2025-04,2025-04-28,2025-04-30,FWD7351,产线-07,490,470,0.96,7,计划,早班
WO00848,2025-08,2025-08-21,2025-08-23,FWD5870D,产线-01,7056,6209,0.88,91,计划,夜班
WO00849,2025-10,2025-10-08,2025-10-21,FWD6002,产线-08,3056,2475,0.81,52,已完成,早班
WO00850,2025-10,2025-10-09,2025-10-17,FWD101WR,产线-07,3864,3787,0.98,66,已完成,中班
WO00851,2025-11,2025-11-09,2025-11-12,FWDV155,产线-08,6839,6360,0.93,34,已完成,早班
WO00852,2025-02,2025-02-09,2025-02-20,FWD3502,产线-08,2755,2645,0.96,55,已完成,中班
WO00853,2025-03,2025-03-22,2025-03-29,FWD504,产线-06,5395,4424,0.82,39,生产中,夜班
WO00854,2024-11,2024-11-27,2024-12-07,FWD5516,产线-03,1398,1286,0.92,17,计划,夜班
WO00855,2025-07,2025-07-18,2025-07-28,FWDD28X,产线-03,5493,4504,0.82,77,已完成,中班
WO00856,2025-05,2025-05-04,2025-05-05,FWD6224,产线-02,5053,4447,0.88,57,生产中,夜班
WO00857,2025-09,2025-09-10,2025-09-18,FWD205A,产线-01,1076,936,0.87,0,生产中,夜班
WO00858,2025-10,2025-10-13,2025-10-22,FWDD27X,产线-06,5892,4890,0.83,2,计划,中班
WO00859,2025-02,2025-02-03,2025-02-15,FWD235WR,产线-08,6731,5385,0.8,42,已完成,早班
WO00860,2024-11,2024-11-14,2024-11-23,FWD6002AWR,产线-07,3750,3262,0.87,34,生产中,中班
WO00861,2025-10,2025-10-18,2025-10-31,FWD5891,产线-07,890,828,0.93,12,计划,中班
WO00862,2025-07,2025-07-06,2025-07-19,FWD5870B,产线-07,3921,3137,0.8,21,已完成,中班
WO00863,2025-02,2025-02-15,2025-02-27,FWD5800A,产线-04,502,447,0.89,5,已完成,中班
WO00864,2025-05,2025-05-18,2025-05-25,FWD500,产线-06,5030,4024,0.8,73,已完成,夜班
WO00865,2024-12,2024-12-27,2025-01-09,FWD6881,产线-04,5540,4543,0.82,5,计划,夜班
WO00866,2025-04,2025-04-13,2025-04-15,FWDV080,产线-05,4845,4070,0.84,96,已完成,中班
WO00867,2025-07,2025-07-16,2025-07-22,FWD330,产线-07,4944,4647,0.94,90,已完成,中班
WO00868,2025-06,2025-06-14,2025-06-16,FWDD27M,产线-02,7360,6182,0.84,74,生产中,中班
WO00869,2025-03,2025-03-27,2025-04-01,FWD6219,产线-03,3971,3375,0.85,57,已完成,早班
WO00870,2025-01,2025-01-04,2025-01-06,FWD111MT,产线-02,6628,6297,0.95,14,已完成,中班
WO00871,2025-10,2025-10-04,2025-10-08,FWD249,产线-02,3617,3038,0.84,25,已完成,中班
WO00872,2025-05,2025-05-15,2025-05-27,FWD6005,产线-04,4063,3291,0.81,16,已完成,中班
WO00873,2024-12,2024-12-18,2024-12-28,FWD5874A,产线-07,3819,3055,0.8,31,已完成,早班
WO00874,2025-04,2025-04-14,2025-04-17,FWD5800D,产线-07,1363,1090,0.8,4,已完成,夜班
WO00875,2025-07,2025-07-28,2025-08-03,FWD6009,产线-08,3456,3007,0.87,18,计划,早班
WO00876,2025-04,2025-04-21,2025-05-03,FWD353,产线-07,949,826,0.87,17,生产中,中班
WO00877,2024-11,2024-11-22,2024-12-01,FWD5890,产线-06,7666,7436,0.97,14,已完成,夜班
WO00878,2025-02,2025-02-02,2025-02-13,FWDV060B,产线-03,3591,2981,0.83,33,已完成,中班
WO00879,2024-12,2024-12-12,2024-12-14,FWDD10A,产线-08,6033,5912,0.98,33,生产中,早班
WO00880,2025-10,2025-10-09,2025-10-13,FWDD27M,产线-04,4897,4358,0.89,58,已完成,夜班
WO00881,2025-03,2025-03-05,2025-03-16,FWDD25X,产线-07,3252,2732,0.84,1,计划,夜班
WO00882,2025-02,2025-02-16,2025-02-24,FWD306,产线-02,5809,5402,0.93,59,生产中,早班
WO00883,2025-10,2025-10-07,2025-10-14,FWD3302,产线-02,3748,3673,0.98,47,已完成,中班
WO00884,2025-07,2025-07-10,2025-07-15,FWD307,产线-03,4119,3419,0.83,72,已完成,夜班
WO00885,2025-03,2025-03-11,2025-03-15,FWD123,产线-01,6735,6398,0.95,18,计划,夜班
WO00886,2025-01,2025-01-13,2025-01-21,FWD6602E,产线-01,1750,1715,0.98,2,已完成,夜班
WO00887,2025-07,2025-07-10,2025-07-23,FWD301,产线-07,3210,3178,0.99,3,计划,早班
WO00888,2024-11,2024-11-15,2024-11-25,FWD6910,产线-04,5988,5748,0.96,67,已完成,早班
WO00889,2024-12,2024-12-23,2024-12-25,FWD5890,产线-06,4740,4219,0.89,45,已完成,中班
WO00890,2024-11,2024-11-16,2024-11-27,FWD323WR,产线-01,3010,2739,0.91,4,计划,中班
WO00891,2025-06,2025-06-26,2025-06-27,BHC9275BOH,产线-01,4698,3852,0.82,90,计划,早班
WO00892,2025-10,2025-10-22,2025-10-30,FWD235,产线-07,2707,2274,0.84,4,计划,中班
WO00893,2025-06,2025-06-15,2025-06-18,FWD323M,产线-08,1711,1557,0.91,18,生产中,中班
WO00894,2025-07,2025-07-28,2025-08-09,FWD6002A,产线-07,6905,5869,0.85,113,生产中,早班
WO00895,2024-11,2024-11-22,2024-11-29,FWD400B,产线-07,4294,3950,0.92,56,生产中,中班
WO00896,2025-05,2025-05-23,2025-06-05,FWD8205WR,产线-02,1062,1062,1.0,16,生产中,早班
WO00897,2025-06,2025-06-26,2025-07-04,BHC9337GP,产线-04,1362,1103,0.81,15,已完成,夜班
WO00898,2025-05,2025-05-11,2025-05-18,FWD305,产线-01,2665,2292,0.86,10,已完成,中班
WO00899,2025-07,2025-07-08,2025-07-16,FWD6303A,产线-06,2645,2486,0.94,7,计划,夜班
WO00900,2025-03,2025-03-03,2025-03-07,FWD231WR,产线-03,1736,1719,0.99,4,已完成,中班
WO00901,2025-07,2025-07-13,2025-07-15,FWD323M,产线-08,5207,4374,0.84,61,已完成,中班
WO00902,2025-03,2025-03-12,2025-03-19,BHC9232MGH,产线-04,6716,5910,0.88,65,生产中,夜班
WO00903,2025-07,2025-07-22,2025-07-23,FWD530,产线-04,7797,6627,0.85,62,生产中,中班
WO00904,2024-10,2024-10-06,2024-10-10,FWDV580,产线-07,3352,2749,0.82,8,已完成,早班
WO00905,2025-03,2025-03-06,2025-03-10,FWD303,产线-01,1744,1622,0.93,31,已完成,夜班
WO00906,2025-05,2025-05-01,2025-05-05,FWD6007,产线-05,1159,1147,0.99,17,已完成,早班
WO00907,2025-05,2025-05-07,2025-05-09,BHC9326BM ,产线-01,3486,2824,0.81,14,计划,夜班
WO00908,2025-04,2025-04-05,2025-04-06,BHC89232BR,产线-02,1473,1296,0.88,22,计划,中班
WO00909,2025-09,2025-09-23,2025-10-05,BHC89232BR,产线-06,7492,6893,0.92,27,计划,中班
WO00910,2025-10,2025-10-15,2025-10-23,FWD6504A,产线-06,6414,5644,0.88,28,已完成,中班
WO00911,2025-09,2025-09-20,2025-09-30,BHC9337GP,产线-03,4791,4168,0.87,58,已完成,早班
WO00912,2025-01,2025-01-15,2025-01-27,BHC9328GR,产线-04,3849,3387,0.88,21,生产中,夜班
WO00913,2025-06,2025-06-25,2025-07-07,BHC9235BVH,产线-05,3493,2899,0.83,49,已完成,夜班
WO00914,2024-11,2024-11-01,2024-11-07,FWD111,产线-03,3387,3218,0.95,44,生产中,早班
WO00915,2025-08,2025-08-13,2025-08-21,FWD6224,产线-06,5200,4576,0.88,53,已完成,夜班
WO00916,2025-06,2025-06-26,2025-07-03,FWD101,产线-04,7095,6527,0.92,52,已完成,中班
WO00917,2025-01,2025-01-25,2025-02-02,FWD5870D,产线-03,2264,2060,0.91,14,已完成,中班
WO00918,2025-07,2025-07-23,2025-08-04,FWD320,产线-08,5168,4600,0.89,36,已完成,早班
WO00919,2025-01,2025-01-08,2025-01-20,FWD304,产线-08,7243,6301,0.87,117,已完成,中班
WO00920,2025-04,2025-04-20,2025-04-25,FWD5872A,产线-03,994,875,0.88,5,已完成,中班
WO00921,2025-08,2025-08-14,2025-08-16,FWD5892,产线-01,7104,6820,0.96,56,生产中,中班
WO00922,2025-10,2025-10-05,2025-10-19,FWD231,产线-04,7776,6532,0.84,53,已完成,早班
WO00923,2024-10,2024-10-05,2024-10-10,FWD534,产线-02,3337,3204,0.96,61,计划,夜班
WO00924,2025-03,2025-03-22,2025-04-03,FWDD10Y,产线-03,4566,4383,0.96,23,已完成,夜班
WO00925,2025-07,2025-07-03,2025-07-17,BHC9337GP,产线-05,6245,6058,0.97,101,已完成,早班
WO00926,2025-10,2025-10-05,2025-10-06,FWDV155,产线-05,6888,5993,0.87,49,已完成,中班
WO00927,2025-02,2025-02-27,2025-03-08,FWD121WR,产线-05,4587,4266,0.93,16,已完成,中班
WO00928,2025-01,2025-01-15,2025-01-25,FWD534WR,产线-04,5998,5518,0.92,68,计划,早班
WO00929,2025-11,2025-11-28,2025-12-04,FWD103,产线-07,3109,2580,0.83,22,生产中,夜班
WO00930,2025-04,2025-04-11,2025-04-12,FWD403,产线-05,1128,1026,0.91,14,已完成,早班
WO00931,2025-11,2025-11-06,2025-11-15,FWD504WR,产线-08,7622,6402,0.84,108,计划,早班
WO00932,2025-07,2025-07-20,2025-07-29,FWD408,产线-02,4426,3585,0.81,27,已完成,中班
WO00933,2025-03,2025-03-03,2025-03-04,BHC9232MGH,产线-02,7300,7081,0.97,92,计划,夜班
WO00934,2025-01,2025-01-03,2025-01-13,FWD530,产线-08,3380,3312,0.98,7,计划,中班
WO00935,2024-10,2024-10-16,2024-10-30,FWD153,产线-05,5125,5074,0.99,95,已完成,中班
WO00936,2025-05,2025-05-06,2025-05-08,FWD231WR,产线-04,7787,6463,0.83,142,已完成,夜班
WO00937,2024-10,2024-10-06,2024-10-12,FWD307,产线-06,1194,955,0.8,16,已完成,夜班
WO00938,2025-01,2025-01-16,2025-01-29,FWD5800D,产线-05,5135,4211,0.82,55,生产中,夜班
WO00939,2025-02,2025-02-06,2025-02-09,FWD303,产线-08,6503,6373,0.98,129,已完成,中班
WO00940,2025-11,2025-11-02,2025-11-06,FWD436 ,产线-01,7749,6897,0.89,136,已完成,中班
WO00941,2025-11,2025-11-28,2025-12-06,FWD5516,产线-05,5134,4313,0.84,6,已完成,夜班
WO00942,2025-11,2025-11-07,2025-11-13,FWD534WR,产线-05,6122,5204,0.85,82,生产中,中班
WO00943,2025-01,2025-01-26,2025-02-09,FWD5870B,产线-03,7877,6932,0.88,12,已完成,夜班
WO00944,2025-01,2025-01-19,2025-01-24,FWDD10X,产线-01,506,440,0.87,4,生产中,早班
WO00945,2025-07,2025-07-06,2025-07-16,FWD5518,产线-01,7350,6688,0.91,81,计划,夜班
WO00946,2025-05,2025-05-12,2025-05-25,FWD299,产线-03,2786,2563,0.92,4,已完成,夜班
WO00947,2025-04,2025-04-27,2025-05-11,FWD425,产线-01,5677,5223,0.92,105,已完成,中班
WO00948,2025-02,2025-02-06,2025-02-08,FWDD25X,产线-01,580,464,0.8,7,计划,早班
WO00949,2024-11,2024-11-25,2024-12-02,FWD6850,产线-02,3003,2643,0.88,13,已完成,夜班
WO00950,2025-06,2025-06-09,2025-06-10,FWD535,产线-03,4323,4020,0.93,64,已完成,早班
WO00951,2025-09,2025-09-10,2025-09-18,FWDV060,产线-02,6742,6607,0.98,8,计划,中班
WO00952,2025-04,2025-04-18,2025-04-21,FWDD29M,产线-02,7529,6400,0.85,98,计划,早班
WO00953,2025-09,2025-09-04,2025-09-09,FWD6603B,产线-06,353,342,0.97,6,已完成,夜班
WO00954,2025-09,2025-09-06,2025-09-18,FWD5870B,产线-05,1782,1497,0.84,20,已完成,早班
WO00955,2025-09,2025-09-26,2025-10-09,FWDD23X,产线-05,5172,4241,0.82,47,已完成,早班
WO00956,2024-12,2024-12-15,2024-12-24,FWD6163,产线-03,1359,1196,0.88,16,已完成,夜班
WO00957,2025-06,2025-06-19,2025-06-25,BHC9227GOH,产线-06,7428,7205,0.97,28,已完成,早班
WO00958,2025-05,2025-05-16,2025-05-23,FWD502WR,产线-03,741,608,0.82,13,生产中,中班
WO00959,2025-09,2025-09-16,2025-09-19,FWD351,产线-08,5147,4323,0.84,94,生产中,夜班
WO00960,2025-01,2025-01-12,2025-01-13,FWDV095B,产线-05,5250,4568,0.87,90,计划,早班
WO00961,2025-11,2025-11-13,2025-11-23,FWD121WR,产线-01,2560,2278,0.89,7,生产中,中班
WO00962,2024-10,2024-10-19,2024-10-26,FWD509,产线-03,3318,3218,0.97,31,已完成,中班
WO00963,2024-12,2024-12-19,2024-12-29,FWD3112,产线-06,6226,5852,0.94,15,已完成,早班
WO00964,2024-10,2024-10-20,2024-10-28,FWD502WR,产线-07,6245,5058,0.81,114,已完成,早班
WO00965,2025-07,2025-07-07,2025-07-14,FWD4002,产线-08,5180,4248,0.82,69,生产中,早班
WO00966,2024-10,2024-10-14,2024-10-20,FWD6307A,产线-05,6080,5168,0.85,10,生产中,夜班
WO00967,2024-12,2024-12-26,2024-12-28,FWD408,产线-01,1851,1721,0.93,16,已完成,夜班
WO00968,2024-11,2024-11-10,2024-11-19,FWD123,产线-02,6050,4900,0.81,58,已完成,夜班
WO00969,2025-11,2025-11-07,2025-11-11,FWD215WR,产线-02,4503,4458,0.99,19,计划,早班
WO00970,2025-01,2025-01-05,2025-01-16,FWD7352,产线-01,3969,3691,0.93,63,已完成,夜班
WO00971,2025-08,2025-08-01,2025-08-13,FWD6002,产线-08,2522,2446,0.97,19,生产中,中班
WO00972,2025-01,2025-01-09,2025-01-17,FWD101WR,产线-01,5702,4790,0.84,47,已完成,早班
WO00973,2025-10,2025-10-03,2025-10-09,FWD6820,产线-05,3249,2599,0.8,24,已完成,夜班
WO00974,2025-10,2025-10-22,2025-11-04,FWD6303A,产线-06,6444,5542,0.86,105,已完成,中班
WO00975,2025-06,2025-06-02,2025-06-08,FWD216,产线-06,3961,3406,0.86,79,计划,中班
WO00976,2025-08,2025-08-11,2025-08-15,FWD303,产线-08,6520,6064,0.93,92,已完成,中班
WO00977,2025-05,2025-05-14,2025-05-17,BHC89234BG,产线-07,1401,1149,0.82,12,已完成,早班
WO00978,2025-04,2025-04-04,2025-04-06,FWD525,产线-01,3575,3146,0.88,49,已完成,中班
WO00979,2024-10,2024-10-07,2024-10-10,FWD299,产线-01,604,519,0.86,2,已完成,中班
WO00980,2025-11,2025-11-17,2025-11-27,FWD320,产线-03,5412,5358,0.99,80,生产中,夜班
WO00981,2025-11,2025-11-16,2025-11-26,FWD111MT,产线-07,3098,2974,0.96,0,已完成,夜班
WO00982,2024-12,2024-12-01,2024-12-07,FWD429,产线-02,4845,4457,0.92,42,计划,中班
WO00983,2025-04,2025-04-09,2025-04-23,FWD416,产线-04,3311,3278,0.99,40,已完成,早班
WO00984,2024-12,2024-12-18,2024-12-21,FWD508,产线-07,5824,5591,0.96,32,已完成,夜班
WO00985,2025-08,2025-08-26,2025-08-28,BHC89232BR,产线-04,1106,940,0.85,18,已完成,中班
WO00986,2025-04,2025-04-19,2025-04-20,FWDV095B,产线-05,2948,2830,0.96,6,计划,中班
WO00987,2025-08,2025-08-08,2025-08-09,FWD5871A,产线-05,7183,6321,0.88,48,计划,早班
WO00988,2025-07,2025-07-07,2025-07-12,FWD5516,产线-06,6862,5695,0.83,6,计划,早班
WO00989,2025-02,2025-02-01,2025-02-14,FWD6003T,产线-01,7964,6371,0.8,138,已完成,早班
WO00990,2024-10,2024-10-25,2024-11-04,BHC9323PG,产线-06,2579,2450,0.95,27,已完成,中班
WO00991,2025-11,2025-11-17,2025-11-22,FWD6504A,产线-06,5297,5191,0.98,105,已完成,早班
WO00992,2024-11,2024-11-20,2024-11-30,BHC9338GR,产线-02,575,500,0.87,8,计划,中班
WO00993,2025-01,2025-01-28,2025-02-11,FWD6500A,产线-06,6063,5214,0.86,99,计划,早班
WO00994,2025-11,2025-11-01,2025-11-12,FWD6504,产线-06,4007,3326,0.83,72,已完成,中班
WO00995,2025-07,2025-07-14,2025-07-23,FWDD10L,产线-02,285,265,0.93,0,已完成,中班
WO00996,2025-02,2025-02-21,2025-03-01,FWDD23L,产线-01,6326,5124,0.81,42,已完成,早班
WO00997,2025-03,2025-03-15,2025-03-25,FWD300,产线-04,7356,6105,0.83,4,已完成,早班
WO00998,2025-09,2025-09-27,2025-10-05,FWDD29M,产线-03,1925,1790,0.93,36,计划,中班
WO00999,2025-10,2025-10-11,2025-10-19,FWDD21M,产线-04,2920,2628,0.9,9,生产中,早班
WO01000,2025-01,2025-01-24,2025-02-06,FWD299,产线-03,5415,4819,0.89,59,已完成,早班
WO01001,2025-07,2025-07-24,2025-08-04,FWD6009,产线-07,4971,4971,1.0,78,已完成,夜班
WO01002,2025-09,2025-09-10,2025-09-14,FWDD28L,产线-07,1017,895,0.88,15,计划,中班
WO01003,2025-11,2025-11-13,2025-11-14,FWD111MT,产线-02,810,705,0.87,1,已完成,早班
WO01004,2025-10,2025-10-18,2025-10-27,FWD323WR,产线-04,2308,2262,0.98,1,生产中,中班
WO01005,2025-11,2025-11-18,2025-12-01,FWD520WR,产线-07,1951,1756,0.9,35,已完成,早班
WO01006,2025-01,2025-01-06,2025-01-11,FWD901KSW,产线-02,7254,7036,0.97,115,已完成,中班
WO01007,2025-04,2025-04-11,2025-04-12,FWD7351,产线-03,4586,4036,0.88,18,已完成,中班
WO01008,2024-11,2024-11-14,2024-11-24,FWD435,产线-06,4233,4233,1.0,82,生产中,中班
WO01009,2025-10,2025-10-08,2025-10-17,FWD308,产线-07,2696,2426,0.9,7,计划,中班
WO01010,2024-12,2024-12-07,2024-12-09,FWDV150B,产线-04,7556,7027,0.93,52,已完成,早班
WO01011,2025-06,2025-06-01,2025-06-08,FWD4012,产线-08,4870,4432,0.91,33,计划,中班
WO01012,2025-10,2025-10-01,2025-10-15,FWD323WR,产线-07,3362,2925,0.87,13,已完成,中班
WO01013,2025-10,2025-10-21,2025-10-24,FWD111,产线-04,6352,5907,0.93,35,已完成,早班
WO01014,2024-11,2024-11-22,2024-12-01,FWD305,产线-02,3289,2697,0.82,60,生产中,夜班
WO01015,2025-02,2025-02-11,2025-02-18,FWD3500,产线-01,5655,4694,0.83,78,生产中,中班
WO01016,2024-10,2024-10-02,2024-10-03,FWD353,产线-02,7772,6684,0.86,111,已完成,中班
WO01017,2025-06,2025-06-04,2025-06-16,FWD508WR,产线-03,6754,6011,0.89,32,计划,中班
WO01018,2025-09,2025-09-04,2025-09-06,FWD425,产线-04,2453,1962,0.8,40,已完成,中班
WO01019,2025-09,2025-09-05,2025-09-19,FWD6007,产线-01,2317,2294,0.99,15,计划,夜班
WO01020,2025-05,2025-05-15,2025-05-18,FWD5874A,产线-06,2051,1969,0.96,1,已完成,中班
WO01021,2025-09,2025-09-11,2025-09-23,FWD6005,产线-02,2610,2114,0.81,8,已完成,中班
WO01022,2025-03,2025-03-21,2025-03-23,FWD4002,产线-08,2930,2901,0.99,10,生产中,早班
WO01023,2024-11,2024-11-15,2024-11-23,FWD411,产线-01,5669,4705,0.83,49,已完成,夜班
